scaffold,position,start,end,midpoint,sites,sitesOverMinExD,ABBA,BABA,D,fG,fhom,fd
HE671687,492500,490001,495001,492501,4781,4385,NA,NA,NA,NA,NA,NA
HE671687,497500,495001,500001,497501,4996,4977,NA,NA,NA,NA,NA,NA
HE671687,502500,500001,505001,502501,4590,4455,NA,NA,NA,NA,NA,NA
HE671687,507500,505001,510001,507501,4537,4220,NA,NA,NA,NA,NA,NA
HE671687,512500,510001,515001,512501,3572,2568,NA,NA,NA,NA,NA,NA
HE671687,517500,515001,520001,517501,4667,4400,NA,NA,NA,NA,NA,NA
HE671687,522500,520001,525001,522501,4974,4919,NA,NA,NA,NA,NA,NA
HE671687,527500,525001,530001,527501,4812,4204,NA,NA,NA,NA,NA,NA
HE671687,532500,530001,535001,532501,4982,4914,NA,NA,NA,NA,NA,NA
HE671687,537500,535001,540001,537501,4870,4302,NA,NA,NA,NA,NA,NA
HE671687,542500,540001,545001,542501,4949,4828,NA,NA,NA,NA,NA,NA
HE671687,547500,545001,550001,547501,4878,4639,NA,NA,NA,NA,NA,NA
HE671687,552500,550001,555001,552501,4973,4935,NA,NA,NA,NA,NA,NA
HE671687,557500,555001,560001,557090,4131,4060,NA,NA,NA,NA,NA,NA
HE671687,562500,560001,565001,562693,3134,2576,NA,NA,NA,NA,NA,NA
HE671687,567500,565001,570001,567501,4967,4880,NA,NA,NA,NA,NA,NA
HE671687,572500,570001,575001,572501,4931,4722,NA,NA,NA,NA,NA,NA
HE671687,577500,575001,580001,577501,4943,4551,NA,NA,NA,NA,NA,NA
HE671687,582500,580001,585001,582501,4872,4199,NA,NA,NA,NA,NA,NA
HE671687,587500,585001,590001,587501,4672,4532,NA,NA,NA,NA,NA,NA
HE671687,592500,590001,595001,592501,4943,4858,NA,NA,NA,NA,NA,NA
HE671687,597500,595001,600001,597501,3975,3598,NA,NA,NA,NA,NA,NA
HE671687,602500,600001,605001,602501,4929,4465,NA,NA,NA,NA,NA,NA
HE671687,607500,605001,610001,607501,4222,3718,NA,NA,NA,NA,NA,NA
HE671687,612500,610001,615001,612438,4548,3118,NA,NA,NA,NA,NA,NA
HE671687,617500,615001,620001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671685,2500,1,5001,2623,3907,3633,NA,NA,NA,NA,NA,NA
HE671685,7500,5001,10001,7501,4971,4902,NA,NA,NA,NA,NA,NA
HE671685,12500,10001,15001,12501,4977,4844,NA,NA,NA,NA,NA,NA
HE671685,17500,15001,20001,17501,4832,4753,NA,NA,NA,NA,NA,NA
HE671685,22500,20001,25001,22501,4963,4736,NA,NA,NA,NA,NA,NA
HE671685,27500,25001,30001,27501,4925,4787,NA,NA,NA,NA,NA,NA
HE671685,32500,30001,35001,32501,4342,4227,NA,NA,NA,NA,NA,NA
HE671685,37500,35001,40001,37501,4242,3580,NA,NA,NA,NA,NA,NA
HE671685,42500,40001,45001,42501,4840,4675,NA,NA,NA,NA,NA,NA
HE671685,47500,45001,50001,47501,4641,4314,NA,NA,NA,NA,NA,NA
HE671685,52500,50001,55001,52501,4929,4612,NA,NA,NA,NA,NA,NA
HE671685,57500,55001,60001,57501,4987,4946,NA,NA,NA,NA,NA,NA
HE671685,62500,60001,65001,62501,4956,4909,NA,NA,NA,NA,NA,NA
HE671685,67500,65001,70001,67501,4904,4823,NA,NA,NA,NA,NA,NA
HE671685,72500,70001,75001,72501,4969,4885,NA,NA,NA,NA,NA,NA
HE671685,77500,75001,80001,77501,4935,3880,NA,NA,NA,NA,NA,NA
HE671685,82500,80001,85001,80035,69,NA,NA,NA,NA,NA,NA,NA
HE671683,2500,1,5001,2621,4738,4619,NA,NA,NA,NA,NA,NA
HE671683,7500,5001,10001,7130,3644,3450,NA,NA,NA,NA,NA,NA
HE671683,12500,10001,15001,12902,3571,2616,NA,NA,NA,NA,NA,NA
HE671683,17500,15001,20001,16136,2173,1631,NA,NA,NA,NA,NA,NA
HE671683,22500,20001,25001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671681,2500,1,5001,2501,4964,4857,NA,NA,NA,NA,NA,NA
HE671681,7500,5001,10001,7501,4961,4863,NA,NA,NA,NA,NA,NA
HE671681,12500,10001,15001,12501,4962,4795,NA,NA,NA,NA,NA,NA
HE671681,17500,15001,20001,17501,4834,4467,NA,NA,NA,NA,NA,NA
HE671681,22500,20001,25001,22501,3157,2540,NA,NA,NA,NA,NA,NA
HE671681,27500,25001,30001,27501,3597,2967,NA,NA,NA,NA,NA,NA
HE671681,32500,30001,35001,32501,4954,4759,NA,NA,NA,NA,NA,NA
HE671681,37500,35001,40001,37501,4995,4948,NA,NA,NA,NA,NA,NA
HE671681,42500,40001,45001,41921,3814,3756,NA,NA,NA,NA,NA,NA
HE671681,47500,45001,50001,47886,4221,4175,NA,NA,NA,NA,NA,NA
HE671681,52500,50001,55001,52501,4993,4925,NA,NA,NA,NA,NA,NA
HE671681,57500,55001,60001,56597,3179,3143,NA,NA,NA,NA,NA,NA
HE671681,62500,60001,65001,64323,1298,1129,NA,NA,NA,NA,NA,NA
HE671681,67500,65001,70001,67501,4846,4323,NA,NA,NA,NA,NA,NA
HE671681,72500,70001,75001,71238,2447,2388,NA,NA,NA,NA,NA,NA
HE671681,77500,75001,80001,77828,4275,4142,NA,NA,NA,NA,NA,NA
HE671681,82500,80001,85001,82501,4931,4660,NA,NA,NA,NA,NA,NA
HE671681,87500,85001,90001,87501,4795,4291,NA,NA,NA,NA,NA,NA
HE671681,92500,90001,95001,92501,3423,2682,NA,NA,NA,NA,NA,NA
HE671681,97500,95001,100001,97501,4960,4823,NA,NA,NA,NA,NA,NA
HE671681,102500,100001,105001,102501,4997,2236,NA,NA,NA,NA,NA,NA
HE671681,107500,105001,110001,107501,4958,3320,NA,NA,NA,NA,NA,NA
HE671681,112500,110001,115001,112501,4131,2963,NA,NA,NA,NA,NA,NA
HE671681,117500,115001,120001,117501,4044,3145,NA,NA,NA,NA,NA,NA
HE671681,122500,120001,125001,122501,4933,4814,NA,NA,NA,NA,NA,NA
HE671681,127500,125001,130001,127501,4982,4788,NA,NA,NA,NA,NA,NA
HE671681,132500,130001,135001,132501,4979,4977,NA,NA,NA,NA,NA,NA
HE671681,137500,135001,140001,137501,4966,4949,NA,NA,NA,NA,NA,NA
HE671681,142500,140001,145001,142501,4998,4965,NA,NA,NA,NA,NA,NA
HE671681,147500,145001,150001,147501,4953,4926,NA,NA,NA,NA,NA,NA
HE671681,152500,150001,155001,152501,4966,4947,NA,NA,NA,NA,NA,NA
HE671681,157500,155001,160001,156536,2552,2394,NA,NA,NA,NA,NA,NA
HE671681,162500,160001,165001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671679,2500,1,5001,2502,4887,4640,NA,NA,NA,NA,NA,NA
HE671679,7500,5001,10001,7501,3904,3597,NA,NA,NA,NA,NA,NA
HE671679,12500,10001,15001,12501,4038,2712,NA,NA,NA,NA,NA,NA
HE671679,17500,15001,20001,16860,3675,3298,NA,NA,NA,NA,NA,NA
HE671679,22500,20001,25001,24410,1104,1048,NA,NA,NA,NA,NA,NA
HE671679,27500,25001,30001,27501,4511,4098,NA,NA,NA,NA,NA,NA
HE671679,32500,30001,35001,32501,4959,4535,NA,NA,NA,NA,NA,NA
HE671679,37500,35001,40001,37501,4980,4939,NA,NA,NA,NA,NA,NA
HE671679,42500,40001,45001,42501,4750,4291,NA,NA,NA,NA,NA,NA
HE671679,47500,45001,50001,47501,4979,4908,NA,NA,NA,NA,NA,NA
HE671679,52500,50001,55001,52501,4917,4587,NA,NA,NA,NA,NA,NA
HE671679,57500,55001,60001,57501,3250,2835,NA,NA,NA,NA,NA,NA
HE671679,62500,60001,65001,62501,4999,4859,NA,NA,NA,NA,NA,NA
HE671679,67500,65001,70001,67501,4587,4414,NA,NA,NA,NA,NA,NA
HE671679,72500,70001,75001,70375,724,NA,NA,NA,NA,NA,NA,NA
HE671677,2500,1,5001,2733,4372,4057,NA,NA,NA,NA,NA,NA
HE671677,7500,5001,10001,6925,3751,3560,NA,NA,NA,NA,NA,NA
HE671677,12500,10001,15001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671675,2500,1,5001,2609,4670,4444,NA,NA,NA,NA,NA,NA
HE671675,7500,5001,10001,7507,4727,4298,NA,NA,NA,NA,NA,NA
HE671675,12500,10001,15001,12501,3939,3217,NA,NA,NA,NA,NA,NA
HE671675,17500,15001,20001,17497,4150,3859,NA,NA,NA,NA,NA,NA
HE671675,22500,20001,25001,22507,3949,3714,NA,NA,NA,NA,NA,NA
HE671675,27500,25001,30001,26083,2102,1739,NA,NA,NA,NA,NA,NA
HE671675,32500,30001,35001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671673,2500,1,5001,2503,4189,3909,NA,NA,NA,NA,NA,NA
HE671673,7500,5001,10001,7501,4464,3817,NA,NA,NA,NA,NA,NA
HE671673,12500,10001,15001,10295,555,NA,NA,NA,NA,NA,NA,NA
HE671671,2500,1,5001,2610,4632,4113,NA,NA,NA,NA,NA,NA
HE671671,7500,5001,10001,7501,4899,3728,NA,NA,NA,NA,NA,NA
HE671671,12500,10001,15001,10006,11,NA,NA,NA,NA,NA,NA,NA
HE671669,2500,1,5001,2501,3750,3374,NA,NA,NA,NA,NA,NA
HE671669,7500,5001,10001,7501,4716,4508,NA,NA,NA,NA,NA,NA
HE671669,12500,10001,15001,12501,4169,3730,NA,NA,NA,NA,NA,NA
HE671669,17500,15001,20001,17424,4554,4039,NA,NA,NA,NA,NA,NA
HE671669,22500,20001,25001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671667,2500,1,5001,2503,4686,3480,NA,NA,NA,NA,NA,NA
HE671667,7500,5001,10001,7501,4950,4815,NA,NA,NA,NA,NA,NA
HE671667,12500,10001,15001,10911,1781,780,NA,NA,NA,NA,NA,NA
HE671667,17500,15001,20001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671665,2500,1,5001,2502,4978,4925,NA,NA,NA,NA,NA,NA
HE671665,7500,5001,10001,7501,4976,4892,NA,NA,NA,NA,NA,NA
HE671665,12500,10001,15001,12501,3046,2974,NA,NA,NA,NA,NA,NA
HE671665,17500,15001,20001,17501,4911,4820,NA,NA,NA,NA,NA,NA
HE671665,22500,20001,25001,22501,3750,3214,NA,NA,NA,NA,NA,NA
HE671665,27500,25001,30001,27392,4776,4747,NA,NA,NA,NA,NA,NA
HE671665,32500,30001,35001,32516,4875,4707,NA,NA,NA,NA,NA,NA
HE671665,37500,35001,40001,37501,4912,4668,NA,NA,NA,NA,NA,NA
HE671665,42500,40001,45001,42501,4981,4939,NA,NA,NA,NA,NA,NA
HE671665,47500,45001,50001,47501,4120,3351,NA,NA,NA,NA,NA,NA
HE671665,52500,50001,55001,52501,4660,4458,NA,NA,NA,NA,NA,NA
HE671665,57500,55001,60001,57502,4721,4464,NA,NA,NA,NA,NA,NA
HE671665,62500,60001,65001,60615,1165,1146,NA,NA,NA,NA,NA,NA
HE671665,67500,65001,70001,67626,3899,3790,NA,NA,NA,NA,NA,NA
HE671665,72500,70001,75001,73021,3938,3872,NA,NA,NA,NA,NA,NA
HE671665,77500,75001,80001,77501,2371,2116,NA,NA,NA,NA,NA,NA
HE671665,82500,80001,85001,82501,4961,4915,NA,NA,NA,NA,NA,NA
HE671665,87500,85001,90001,86538,3074,3044,NA,NA,NA,NA,NA,NA
HE671665,92500,90001,95001,92968,3774,3576,NA,NA,NA,NA,NA,NA
HE671665,97500,95001,100001,97501,4980,4904,NA,NA,NA,NA,NA,NA
HE671665,102500,100001,105001,102501,4983,4955,NA,NA,NA,NA,NA,NA
HE671665,107500,105001,110001,107501,4334,4078,NA,NA,NA,NA,NA,NA
HE671665,112500,110001,115001,111136,2263,2219,NA,NA,NA,NA,NA,NA
HE671665,117500,115001,120001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671663,2500,1,5001,2947,3956,3841,NA,NA,NA,NA,NA,NA
HE671663,7500,5001,10001,7501,4929,4873,NA,NA,NA,NA,NA,NA
HE671663,12500,10001,15001,12501,4962,4948,NA,NA,NA,NA,NA,NA
HE671663,17500,15001,20001,17501,3474,2990,NA,NA,NA,NA,NA,NA
HE671663,22500,20001,25001,22501,4991,4953,NA,NA,NA,NA,NA,NA
HE671663,27500,25001,30001,26056,2029,1949,NA,NA,NA,NA,NA,NA
HE671663,32500,30001,35001,32739,4364,4325,NA,NA,NA,NA,NA,NA
HE671663,37500,35001,40001,37501,4966,4844,NA,NA,NA,NA,NA,NA
HE671663,42500,40001,45001,42501,4723,4585,NA,NA,NA,NA,NA,NA
HE671663,47500,45001,50001,45285,562,NA,NA,NA,NA,NA,NA,NA
HE671661,2500,1,5001,2526,4389,4038,NA,NA,NA,NA,NA,NA
HE671661,7500,5001,10001,7501,4478,4382,NA,NA,NA,NA,NA,NA
HE671661,12500,10001,15001,12501,4867,4671,NA,NA,NA,NA,NA,NA
HE671661,17500,15001,20001,17404,4481,4357,NA,NA,NA,NA,NA,NA
HE671661,22500,20001,25001,22537,4457,4267,NA,NA,NA,NA,NA,NA
HE671661,27500,25001,30001,27501,3859,3834,NA,NA,NA,NA,NA,NA
HE671661,32500,30001,35001,32494,4930,4899,NA,NA,NA,NA,NA,NA
HE671661,37500,35001,40001,37503,4993,4947,NA,NA,NA,NA,NA,NA
HE671661,42500,40001,45001,42501,4955,4944,NA,NA,NA,NA,NA,NA
HE671661,47500,45001,50001,47501,4971,4908,NA,NA,NA,NA,NA,NA
HE671661,52500,50001,55001,52501,3961,2650,NA,NA,NA,NA,NA,NA
HE671661,57500,55001,60001,57501,4940,4673,NA,NA,NA,NA,NA,NA
HE671661,62500,60001,65001,62501,4923,4795,NA,NA,NA,NA,NA,NA
HE671661,67500,65001,70001,67501,4850,4758,NA,NA,NA,NA,NA,NA
HE671661,72500,70001,75001,72501,4944,4823,NA,NA,NA,NA,NA,NA
HE671661,77500,75001,80001,77501,4931,4710,NA,NA,NA,NA,NA,NA
HE671661,82500,80001,85001,81961,3890,3680,NA,NA,NA,NA,NA,NA
HE671661,87500,85001,90001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671659,2500,1,5001,2647,2681,2323,NA,NA,NA,NA,NA,NA
HE671659,7500,5001,10001,7501,4988,4847,NA,NA,NA,NA,NA,NA
HE671659,12500,10001,15001,12501,4395,4193,NA,NA,NA,NA,NA,NA
HE671659,17500,15001,20001,17501,4904,4842,NA,NA,NA,NA,NA,NA
HE671659,22500,20001,25001,22501,4995,4995,NA,NA,NA,NA,NA,NA
HE671659,27500,25001,30001,27501,4903,4849,NA,NA,NA,NA,NA,NA
HE671659,32500,30001,35001,32501,4125,3663,NA,NA,NA,NA,NA,NA
HE671659,37500,35001,40001,37501,4970,4606,NA,NA,NA,NA,NA,NA
HE671659,42500,40001,45001,42501,4932,4635,NA,NA,NA,NA,NA,NA
HE671659,47500,45001,50001,47466,4420,3913,NA,NA,NA,NA,NA,NA
HE671659,52500,50001,55001,52562,3627,2966,NA,NA,NA,NA,NA,NA
HE671659,57500,55001,60001,57501,4985,4751,NA,NA,NA,NA,NA,NA
HE671659,62500,60001,65001,62501,4928,4843,NA,NA,NA,NA,NA,NA
HE671659,67500,65001,70001,67501,4178,3802,NA,NA,NA,NA,NA,NA
HE671659,72500,70001,75001,72501,5000,5000,NA,NA,NA,NA,NA,NA
HE671659,77500,75001,80001,77501,4809,4483,NA,NA,NA,NA,NA,NA
HE671659,82500,80001,85001,82501,3779,3482,NA,NA,NA,NA,NA,NA
HE671659,87500,85001,90001,85420,825,NA,NA,NA,NA,NA,NA,NA
HE671657,2500,1,5001,3086,3611,3194,NA,NA,NA,NA,NA,NA
HE671657,7500,5001,10001,5726,1444,1411,NA,NA,NA,NA,NA,NA
HE671657,12500,10001,15001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671655,2500,1,5001,2542,3483,2407,NA,NA,NA,NA,NA,NA
HE671655,7500,5001,10001,6838,3531,3171,NA,NA,NA,NA,NA,NA
HE671655,12500,10001,15001,13087,1481,1460,NA,NA,NA,NA,NA,NA
HE671655,17500,15001,20001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671653,2500,1,5001,3152,3272,2987,NA,NA,NA,NA,NA,NA
HE671653,7500,5001,10001,7501,4893,4617,NA,NA,NA,NA,NA,NA
HE671653,12500,10001,15001,12501,4873,4670,NA,NA,NA,NA,NA,NA
HE671653,17500,15001,20001,17501,4933,4758,NA,NA,NA,NA,NA,NA
HE671653,22500,20001,25001,22501,4925,4522,NA,NA,NA,NA,NA,NA
HE671653,27500,25001,30001,27501,4870,4367,NA,NA,NA,NA,NA,NA
HE671653,32500,30001,35001,32501,4940,4793,NA,NA,NA,NA,NA,NA
HE671653,37500,35001,40001,37501,4264,3805,NA,NA,NA,NA,NA,NA
HE671653,42500,40001,45001,42501,4944,4720,NA,NA,NA,NA,NA,NA
HE671653,47500,45001,50001,47501,4093,3753,NA,NA,NA,NA,NA,NA
HE671653,52500,50001,55001,52501,4242,3994,NA,NA,NA,NA,NA,NA
HE671653,57500,55001,60001,57488,2875,2425,NA,NA,NA,NA,NA,NA
HE671653,62500,60001,65001,61374,715,NA,NA,NA,NA,NA,NA,NA
HE671651,2500,1,5001,2657,3890,3186,NA,NA,NA,NA,NA,NA
HE671651,7500,5001,10001,7471,4385,3257,NA,NA,NA,NA,NA,NA
HE671651,12500,10001,15001,12557,4610,4069,NA,NA,NA,NA,NA,NA
HE671651,17500,15001,20001,17501,4936,4653,NA,NA,NA,NA,NA,NA
HE671651,22500,20001,25001,22497,4576,3980,NA,NA,NA,NA,NA,NA
HE671651,27500,25001,30001,27502,3631,3316,NA,NA,NA,NA,NA,NA
HE671651,32500,30001,35001,32501,4787,4638,NA,NA,NA,NA,NA,NA
HE671651,37500,35001,40001,37501,4338,3329,NA,NA,NA,NA,NA,NA
HE671651,42500,40001,45001,42345,4599,4205,NA,NA,NA,NA,NA,NA
HE671651,47500,45001,50001,49621,685,NA,NA,NA,NA,NA,NA,NA
HE671651,52500,50001,55001,52447,4785,4127,NA,NA,NA,NA,NA,NA
HE671651,57500,55001,60001,58373,3237,3065,NA,NA,NA,NA,NA,NA
HE671651,62500,60001,65001,62501,3444,1986,NA,NA,NA,NA,NA,NA
HE671651,67500,65001,70001,67501,4955,4633,NA,NA,NA,NA,NA,NA
HE671651,72500,70001,75001,72501,4860,4576,NA,NA,NA,NA,NA,NA
HE671651,77500,75001,80001,77501,4813,4557,NA,NA,NA,NA,NA,NA
HE671651,82500,80001,85001,82501,4838,4102,NA,NA,NA,NA,NA,NA
HE671651,87500,85001,90001,87499,4589,3725,NA,NA,NA,NA,NA,NA
HE671651,92500,90001,95001,91036,1994,1549,NA,NA,NA,NA,NA,NA
HE671651,97500,95001,100001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671649,2500,1,5001,1497,1925,1245,NA,NA,NA,NA,NA,NA
HE671649,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671647,2500,1,5001,2600,4493,4116,NA,NA,NA,NA,NA,NA
HE671647,7500,5001,10001,7149,1234,64,NA,NA,NA,NA,NA,NA
HE671647,12500,10001,15001,12773,4297,3175,NA,NA,NA,NA,NA,NA
HE671647,17500,15001,20001,17501,4997,4893,NA,NA,NA,NA,NA,NA
HE671647,22500,20001,25001,22501,1981,1271,NA,NA,NA,NA,NA,NA
HE671647,27500,25001,30001,27501,4916,4587,NA,NA,NA,NA,NA,NA
HE671647,32500,30001,35001,31951,3901,3735,NA,NA,NA,NA,NA,NA
HE671647,37500,35001,40001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671647,107500,105001,110001,109201,1592,1561,NA,NA,NA,NA,NA,NA
HE671647,112500,110001,115001,112501,5000,4955,NA,NA,NA,NA,NA,NA
HE671647,117500,115001,120001,117501,4262,3683,NA,NA,NA,NA,NA,NA
HE671647,122500,120001,125001,122501,5000,4860,NA,NA,NA,NA,NA,NA
HE671647,127500,125001,130001,127501,4992,4915,NA,NA,NA,NA,NA,NA
HE671647,132500,130001,135001,132501,4939,3844,NA,NA,NA,NA,NA,NA
HE671647,137500,135001,140001,137501,3558,1750,NA,NA,NA,NA,NA,NA
HE671647,142500,140001,145001,142155,4296,2726,NA,NA,NA,NA,NA,NA
HE671647,147500,145001,150001,147506,3476,3048,NA,NA,NA,NA,NA,NA
HE671647,152500,150001,155001,152501,4999,4994,NA,NA,NA,NA,NA,NA
HE671647,157500,155001,160001,157501,4982,4948,NA,NA,NA,NA,NA,NA
HE671647,162500,160001,165001,162501,4950,4691,NA,NA,NA,NA,NA,NA
HE671647,167500,165001,170001,166637,3109,2752,NA,NA,NA,NA,NA,NA
HE671647,172500,170001,175001,172780,3239,2797,NA,NA,NA,NA,NA,NA
HE671647,177500,175001,180001,177501,4805,3919,NA,NA,NA,NA,NA,NA
HE671647,182500,180001,185001,182501,4919,4802,NA,NA,NA,NA,NA,NA
HE671647,187500,185001,190001,187501,4883,4387,NA,NA,NA,NA,NA,NA
HE671647,192500,190001,195001,192501,1361,1240,NA,NA,NA,NA,NA,NA
HE671647,197500,195001,200001,197501,4440,3891,NA,NA,NA,NA,NA,NA
HE671647,202500,200001,205001,202501,3905,3715,NA,NA,NA,NA,NA,NA
HE671647,207500,205001,210001,207501,4943,4818,NA,NA,NA,NA,NA,NA
HE671647,212500,210001,215001,212501,4901,4473,NA,NA,NA,NA,NA,NA
HE671647,217500,215001,220001,217501,4905,4624,NA,NA,NA,NA,NA,NA
HE671647,222500,220001,225001,221043,1839,1568,NA,NA,NA,NA,NA,NA
HE671647,227500,225001,230001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671645,2500,1,5001,2522,4885,4499,NA,NA,NA,NA,NA,NA
HE671645,7500,5001,10001,7501,4958,2925,NA,NA,NA,NA,NA,NA
HE671645,12500,10001,15001,10388,769,NA,NA,NA,NA,NA,NA,NA
HE671643,2500,1,5001,2569,4772,3524,NA,NA,NA,NA,NA,NA
HE671643,7500,5001,10001,7501,2957,2728,NA,NA,NA,NA,NA,NA
HE671643,12500,10001,15001,12501,4703,4492,NA,NA,NA,NA,NA,NA
HE671643,17500,15001,20001,15158,58,NA,NA,NA,NA,NA,NA,NA
HE671641,2500,1,5001,2530,3963,3350,NA,NA,NA,NA,NA,NA
HE671641,7500,5001,10001,7501,4388,3756,NA,NA,NA,NA,NA,NA
HE671641,12500,10001,15001,12501,4639,4067,NA,NA,NA,NA,NA,NA
HE671641,17500,15001,20001,17501,4915,4703,NA,NA,NA,NA,NA,NA
HE671641,22500,20001,25001,22501,4815,4574,NA,NA,NA,NA,NA,NA
HE671641,27500,25001,30001,27501,4395,3404,NA,NA,NA,NA,NA,NA
HE671641,32500,30001,35001,32294,4521,4105,NA,NA,NA,NA,NA,NA
HE671641,37500,35001,40001,38770,1659,1433,NA,NA,NA,NA,NA,NA
HE671641,42500,40001,45001,42501,4965,4919,NA,NA,NA,NA,NA,NA
HE671641,47500,45001,50001,47501,4378,3982,NA,NA,NA,NA,NA,NA
HE671641,52500,50001,55001,52501,4890,4550,NA,NA,NA,NA,NA,NA
HE671641,57500,55001,60001,57501,4345,3073,NA,NA,NA,NA,NA,NA
HE671641,62500,60001,65001,62501,4991,4709,NA,NA,NA,NA,NA,NA
HE671641,67500,65001,70001,67501,4945,4640,NA,NA,NA,NA,NA,NA
HE671641,72500,70001,75001,72501,4918,4604,NA,NA,NA,NA,NA,NA
HE671641,77500,75001,80001,77190,4040,3097,NA,NA,NA,NA,NA,NA
HE671641,82500,80001,85001,82877,4144,2558,NA,NA,NA,NA,NA,NA
HE671641,87500,85001,90001,87031,2863,2133,NA,NA,NA,NA,NA,NA
HE671641,92500,90001,95001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671639,2500,1,5001,2509,4781,3780,NA,NA,NA,NA,NA,NA
HE671639,7500,5001,10001,7473,4689,2970,NA,NA,NA,NA,NA,NA
HE671639,12500,10001,15001,12523,4136,3239,NA,NA,NA,NA,NA,NA
HE671639,17500,15001,20001,17501,4899,4679,NA,NA,NA,NA,NA,NA
HE671639,22500,20001,25001,22501,4970,4648,NA,NA,NA,NA,NA,NA
HE671639,27500,25001,30001,27501,2504,2216,NA,NA,NA,NA,NA,NA
HE671639,32500,30001,35001,32501,4706,4177,NA,NA,NA,NA,NA,NA
HE671639,37500,35001,40001,37501,4971,4924,NA,NA,NA,NA,NA,NA
HE671639,42500,40001,45001,42501,4927,4740,NA,NA,NA,NA,NA,NA
HE671639,47500,45001,50001,46662,3228,2860,NA,NA,NA,NA,NA,NA
HE671639,52500,50001,55001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671637,2500,1,5001,1416,2564,2251,NA,NA,NA,NA,NA,NA
HE671637,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671635,2500,1,5001,2502,4919,4811,NA,NA,NA,NA,NA,NA
HE671635,7500,5001,10001,7162,4314,4149,NA,NA,NA,NA,NA,NA
HE671635,12500,10001,15001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671633,2500,1,5001,2513,4495,3311,NA,NA,NA,NA,NA,NA
HE671633,7500,5001,10001,7501,4974,4770,NA,NA,NA,NA,NA,NA
HE671633,12500,10001,15001,12501,4872,4770,NA,NA,NA,NA,NA,NA
HE671633,17500,15001,20001,17501,4985,4854,NA,NA,NA,NA,NA,NA
HE671633,22500,20001,25001,22501,4957,4898,NA,NA,NA,NA,NA,NA
HE671633,27500,25001,30001,27501,4985,4591,NA,NA,NA,NA,NA,NA
HE671633,32500,30001,35001,32501,4518,3522,NA,NA,NA,NA,NA,NA
HE671633,37500,35001,40001,36930,3799,3547,NA,NA,NA,NA,NA,NA
HE671633,42500,40001,45001,42511,4794,4543,NA,NA,NA,NA,NA,NA
HE671633,47500,45001,50001,47501,4976,4895,NA,NA,NA,NA,NA,NA
HE671633,52500,50001,55001,52501,4851,4756,NA,NA,NA,NA,NA,NA
HE671633,57500,55001,60001,57501,4984,4898,NA,NA,NA,NA,NA,NA
HE671633,62500,60001,65001,62501,4990,4902,NA,NA,NA,NA,NA,NA
HE671633,67500,65001,70001,67501,4976,4908,NA,NA,NA,NA,NA,NA
HE671633,72500,70001,75001,70634,817,NA,NA,NA,NA,NA,NA,NA
HE671631,2500,1,5001,2889,1098,268,NA,NA,NA,NA,NA,NA
HE671631,7500,5001,10001,9348,1274,782,NA,NA,NA,NA,NA,NA
HE671631,12500,10001,15001,11922,2460,2179,NA,NA,NA,NA,NA,NA
HE671631,17500,15001,20001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671629,2500,1,5001,2768,2481,2423,NA,NA,NA,NA,NA,NA
HE671629,7500,5001,10001,7501,4542,3855,NA,NA,NA,NA,NA,NA
HE671629,12500,10001,15001,12498,4989,4984,NA,NA,NA,NA,NA,NA
HE671629,17500,15001,20001,17502,4973,4876,NA,NA,NA,NA,NA,NA
HE671629,22500,20001,25001,22501,5000,4954,NA,NA,NA,NA,NA,NA
HE671629,27500,25001,30001,27501,4888,4682,NA,NA,NA,NA,NA,NA
HE671629,32500,30001,35001,32501,4978,4967,NA,NA,NA,NA,NA,NA
HE671629,37500,35001,40001,37501,4864,4430,NA,NA,NA,NA,NA,NA
HE671629,42500,40001,45001,42501,5000,5000,NA,NA,NA,NA,NA,NA
HE671629,47500,45001,50001,47501,4993,4941,NA,NA,NA,NA,NA,NA
HE671629,52500,50001,55001,52501,4989,4971,NA,NA,NA,NA,NA,NA
HE671629,57500,55001,60001,57501,5000,4997,NA,NA,NA,NA,NA,NA
HE671629,62500,60001,65001,62501,4973,4872,NA,NA,NA,NA,NA,NA
HE671629,67500,65001,70001,67501,5000,4996,NA,NA,NA,NA,NA,NA
